Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Hold Pos,MtoM P&L,Gross P&L,Comm,Exc Fee,Net P&L
27/11/2020,6L F21,0.0,0.0,3.0,0.18765,0.1868,-3.0,0.0,255.00000000000523,0.39,4.86,249.75000000000523
30/11/2020,6L F21,0.0,0.0,0.0,0.0,0.18665,-3.0,44.99999999999504,0.0,0.0,0.0,44.99999999999504
01/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19145,-3.0,-1439.9999999999995,0.0,0.0,0.0,-1439.9999999999995
02/12/2020,6L F21,0.0,0.0,2.0,0.19055,0.1905,-5.0,285.00000000000193,9.999999999998899,0.26,3.24,291.50000000000085
03/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19455,-5.0,-2024.999999999999,0.0,0.0,0.0,-2024.999999999999
04/12/2020,6L F21,1.0,0.19475,0.0,0.0,0.1952,-4.0,-325.00000000000585,45.0000000000006,0.13,1.62,-281.75000000000523
07/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19685,-4.0,-659.999999999994,0.0,0.0,0.0,-659.999999999994
08/12/2020,6L F21,0.0,0.0,0.0,0.0,0.1954,-4.0,580.0000000000027,0.0,0.0,0.0,580.0000000000027
09/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19265,-4.0,1100.000000000001,0.0,0.0,0.0,1100.000000000001
10/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19835,-4.0,-2280.000000000004,0.0,0.0,0.0,-2280.000000000004
11/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19765,-4.0,280.00000000000244,0.0,0.0,0.0,280.00000000000244
14/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19545,-4.0,879.9999999999919,0.0,0.0,0.0,879.9999999999919
15/12/2020,6L F21,0.0,0.0,0.0,0.0,0.1969,-4.0,-579.9999999999916,0.0,0.0,0.0,-579.9999999999916
16/12/2020,6L F21,0.0,0.0,0.0,0.0,0.1961,-4.0,319.99999999999807,0.0,0.0,0.0,319.99999999999807
17/12/2020,6L F21,0.0,0.0,0.0,0.0,0.1968,-4.0,-280.00000000000244,0.0,0.0,0.0,-280.00000000000244
18/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19675,-4.0,19.999999999997797,0.0,0.0,0.0,19.999999999997797
21/12/2020,6L F21,0.0,0.0,1.0,0.19515,0.19555,-5.0,480.0000000000027,-40.000000000001144,0.13,1.62,438.25000000000153
22/12/2020,6L F21,0.0,0.0,0.0,0.0,0.19385,-5.0,850.0000000000035,0.0,0.0,0.0,850.0000000000035
23/12/2020,6L F21,0.0,0.0,0.0,0.0,0.1922,-5.0,824.9999999999924,0.0,0.0,0.0,824.9999999999924
28/12/2020,6L F21,6.0,0.192225,1.0,0.1907,0.19025,0.0,975.0000000000036,-1140.000000000002,0.91,11.34,-177.2499999999984
